Phase,Barcode,Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Experiment_ID,x,y
1.0,4984115JW7EM,1.7,7.7,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
0.0,2676184K5IGC,6.6,1.1,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
1.0,4666415Q8NL8,0.9,3.7,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
1.0,8846619HYAS8,0.7,1.4,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
1.0,1971443KVYVC,1.3,5.9,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
1.0,24991410XGT3,5.0,1.0,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
1.0,274696UG9ZJH,1.6,0.5,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
0.0,742721QJMB8T,0.9,3.9,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
1.0,241424LNM50H,6.5,1.1,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
1.0,687798TR9ODT,2.8,0.7,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
1.0,46467124GMYL,1.6,7.3,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
0.0,44141464392P,0.5,1.4,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
0.0,644449Z72D6Y,4.3,0.9,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
0.0,142941NXQS52,1.4,0.4,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
0.0,949771FL0EVS,0.7,2.6,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
1.0,769491C2MKUK,1.0,0.5,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
0.0,664727WE1K7O,1.5,6.9,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
0.0,71466178LR33,5.2,1.0,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
0.0,2416460NTULO,0.8,3.1,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
0.0,464444WJW87E,1.1,4.9,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
0.0,9466843YUAL3,3.5,0.8,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
0.0,6966169KKAW5,2.3,0.6,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
0.0,4476889QSMC5,0.6,1.6,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
0.0,944944LO9R4C,1.1,0.4,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
1.0,946999D1J6EX,1.4,6.4,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
1.0,797916OA9LM4,5.1,1.0,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
1.0,916479FPWZ5V,0.8,3.0,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
1.0,447447OOW3AP,3.4,0.8,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
1.0,2972227F9MTX,1.0,4.3,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
1.0,129114K55UER,2.2,0.6,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
1.0,47669474XF6P,0.7,2.0,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
0.0,997466T11KAF,1.7,0.5,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
1.0,4444991ZHIDL,4.2,0.9,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
1.0,211997PJ78B0,0.7,2.3,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
1.0,4649498LH8JP,0.6,1.0,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
1.0,4919425FZ9M4,0.9,0.5,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
1.0,944999G440Z4,0.6,1.4,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
1.0,444449QN66H7,0.7,0.7,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
1.0,277749OPEIDD,0.6,1.2,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
0.0,944690FVT2XZ,0.7,0.5,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
1.0,29407461TCLU,0.7,2.4,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
0.0,647271X9STAM,0.6,1.7,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
0.0,656415229E5P,1.0,0.4,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
0.0,9666244PFWU6,0.6,0.6,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
0.0,166401KF7HVF,0.8,0.4,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
0.0,906946JV0Z2R,0.6,0.5,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
0.0,2494779GQYWA,0.7,0.4,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
0.0,159646DEXVIG,6.7,1.1,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
0.0,0697645OBZT3,0.7,2.5,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
1.0,764690EVSIS7,1.5,0.5,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
1.0,0176529K5SBY,8.0,1.2,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
1.0,594517GYI8IW,0.6,1.3,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
0.0,467624J0FQRR,0.7,0.6,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
0.0,014726Y780BL,0.6,1.8,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
1.0,562405I0E1QC,0.6,0.9,0.0,RoboLab007_Lys100_Asp200_150mM_NaCl_2Dmatrix_1decimal_insilico_R3,0.0,0.0
1.0,274274F3FGC6,5.7,2.2,425.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,424747ONGR0J,0.1,8.1,2050.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,4717445VEO0G,8.1,6.5,2050.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,722444KRYEIC,1.3,0.1,2050.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,27442269D2SL,0.5,8.1,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,244427GSPHIM,8.1,8.1,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,377472LMA2H8,7.9,0.1,1850.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,314774YVR1PV,0.1,0.1,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,444234JH83LC,0.9,4.1,1050.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,442712KZ3NVE,4.6,8.1,1100.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,177344WHGMK8,3.7,4.4,2050.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,122422TROKFL,8.1,5.3,975.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,444444QHW8LX,2.6,0.1,1000.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,331231M7AZYZ,4.3,6.0,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,473422GBD6C3,0.3,4.1,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,714142I9HTBZ,0.3,8.1,1050.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,444444KJW7L9,5.8,2.7,1375.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,244442EJGASW,4.6,8.1,2050.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,4744445RZ26C,8.1,0.1,900.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,734244CULQN3,0.1,3.6,1950.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,4424744AQKFI,8.1,4.5,75.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,444432FJKHL6,4.6,1.0,2050.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,474474KRCMR0,8.1,0.3,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,2424244U5GYH,3.5,0.1,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,474432JY4P42,4.1,4.9,850.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,42444450N8J6,7.5,3.3,2050.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,442744GC3FEM,2.4,6.7,1575.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,732444Q84ZP0,7.7,8.1,1350.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,7247444RNAUZ,2.5,2.6,475.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,472744HZNXBZ,0.1,1.3,1375.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,447721WSE9I0,5.7,5.8,1550.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,244734U5KLIK,2.5,7.2,575.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,444442DU3KK7,1.4,6.0,1175.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,124144OPXNGZ,8.1,1.0,75.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,444444UBPTZW,8.1,8.1,975.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,71313286YYE8,2.0,1.9,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,4444741211P2,5.9,3.0,1200.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,433424IPDDCZ,2.3,8.1,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,4473147ES4B4,4.6,8.1,1450.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,244434E3ER1L,4.9,0.7,525.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,17774729UO04,0.5,5.1,325.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,244474X24877,2.4,2.7,925.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,1742749S8SSA,0.1,8.1,650.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,3443776OPF4V,8.1,5.2,1300.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,4424440O8NTP,0.1,8.1,1625.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,422341HGRI43,8.1,1.6,825.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,344333LXZUEX,4.2,5.3,1300.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,773444WTZTBB,6.3,6.7,1175.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,1474449NCPCP,2.3,8.1,1325.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,774224RQ90CJ,5.8,1.6,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,414477MYTYVP,2.2,4.1,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,441774A0I9GJ,1.2,3.1,475.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,474144UTXB9K,2.8,1.2,525.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,147444Y4G8TV,4.4,1.8,975.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,4741477ELHMG,3.8,0.8,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,444427J79QLO,0.7,4.5,850.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,742444MCK63C,7.7,3.6,975.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,442444N1KKFO,0.6,7.1,200.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,44747387TKHJ,0.1,7.5,1125.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,737744EOEZO0,6.2,2.1,750.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,474174C1W3EW,2.7,4.7,1000.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,134734XXQ6GB,6.8,0.8,425.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,322444BH38DJ,6.1,4.9,1325.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,274477VS4MKQ,0.9,6.3,700.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,774414CQ5GDT,6.2,0.2,925.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,421747DNKCRY,0.1,8.1,1900.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,743771LU1NKC,4.8,8.1,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,7734379WJT5A,0.1,2.5,100.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,2744721P0VFW,8.0,5.9,1225.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,342744OGHZVU,2.6,4.0,1275.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,474474B3YW4U,8.1,3.4,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,477217N7AS3T,0.1,7.7,500.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,441774RZ0FQE,4.2,8.1,1425.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,4474720EN3AG,4.2,1.5,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,374727B7PM6S,2.3,0.5,850.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,473134466WKG,1.9,5.4,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,277232AAL00X,5.9,3.2,1300.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,447414LAK7GD,0.1,4.5,750.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,473443WME7Y1,8.1,0.6,350.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,474474EJTMZE,0.7,6.3,1325.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,74424729KKNY,8.1,2.1,1025.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,4444773WFMFG,1.8,0.4,175.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,2247441R1493,5.4,5.8,1325.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,444447SHQDK1,6.6,8.1,1150.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,417447BUNZ30,2.3,7.9,175.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,44474492R2JZ,4.2,1.3,1225.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,247137V1J91A,0.7,2.2,675.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,343444HKG0PP,4.4,0.1,525.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,341474932HLX,1.9,8.1,1525.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,4744221WVMGQ,6.5,1.8,75.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,342427F0V5S6,3.0,6.2,1375.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,4242441TQV00,0.1,4.6,225.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,473427YM3NV5,7.8,3.9,1225.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,774444ZUPK9L,2.0,2.3,1050.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,723742QRJM6I,8.1,0.3,825.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,221377ZMD55V,6.2,0.3,375.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,4512473E0BV5,0.3,4.8,425.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,722475Y6WSRM,8.1,0.1,675.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,54554459I66Y,7.3,8.1,1300.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,472712GGFS06,0.1,8.1,1800.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,275423QBT58U,2.6,0.1,925.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,425114YV001A,3.6,8.1,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,434311D4IV89,3.8,4.6,1300.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,244751L0V35C,4.8,2.5,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,723414P7BXFR,8.1,3.8,1275.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,471444E5ZQNR,1.1,1.2,75.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,117311WSTIN6,3.3,8.1,1400.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,423442FCA0MP,0.2,8.1,225.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,121541BQ08ZP,5.5,1.7,1125.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,2127145YAWG1,0.6,5.6,1250.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,741447F7SR62,8.1,2.3,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,4314776R2X0A,0.9,2.7,975.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,7574718AFFFS,5.3,0.4,500.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,547375KFKM15,2.5,5.5,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,171752B8D5EX,0.1,0.1,650.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,574431BUFADG,6.2,5.7,1325.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,154111NXUJPW,3.1,2.2,1200.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,433153CFQ6MC,3.0,0.3,350.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,551713Y4AAA0,7.8,1.6,1100.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,457441JBDUXW,1.4,3.5,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,747745HM1R7S,0.1,2.5,450.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,142425O6AM1O,5.3,7.6,1350.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,757351UTQ9KT,5.7,3.7,1275.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,7351452R2LFI,1.4,7.3,1450.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,5444141F2UI8,7.1,0.8,275.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,344134CEQNZM,8.1,6.2,1250.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,241755Y13L6H,1.9,4.1,1200.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,44447233F3Y7,2.9,1.9,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,474554Q7G6BY,8.1,0.5,575.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,437444U932J5,0.1,8.1,1725.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,2444745G0KB4,0.3,2.6,200.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,4227226XEAIJ,8.1,8.1,1325.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,5454421F16S7,3.9,8.1,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,354574HJQ15K,4.0,3.7,1350.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,551214HOUYWO,4.8,2.8,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,47441222VOYE,3.0,0.1,775.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,15244426UQTU,0.1,6.8,425.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,444274VFIBAT,3.9,8.1,1250.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,577171RKSRF0,8.1,3.8,1225.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,443144KDKGHY,0.3,4.0,1100.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
0.0,452544K2LCY5,8.1,3.0,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
1.0,742472R26LFA,5.8,1.1,1150.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R2,0.0,0.0
